#HERE START ARRAY 
#VehicleId, 0.00961538461538462
0 0.0288461538461538
#Number 0.0384615384615385
2 0.0480769230769231
3 0.0576923076923077
7 0.0961538461538462
8 0.105769230769231
9 0.134615384615385
10 0.144230769230769
11 0.153846153846154
12 0.163461538461538
14 0.173076923076923
15 0.192307692307692
16 0.221153846153846
17 0.259615384615385
18 0.269230769230769
19 0.278846153846154
21 0.288461538461538
23 0.307692307692308
25 0.326923076923077
26 0.336538461538462
27 0.365384615384615
28 0.384615384615385
29 0.403846153846154
30 0.413461538461538
32 0.423076923076923
34 0.442307692307692
35 0.451923076923077
37 0.471153846153846
39 0.480769230769231
43 0.5
46 0.509615384615385
47 0.519230769230769
49 0.528846153846154
51 0.548076923076923
52 0.557692307692308
54 0.576923076923077
55 0.605769230769231
57 0.615384615384615
58 0.634615384615385
59 0.644230769230769
61 0.673076923076923
62 0.682692307692308
63 0.701923076923077
64 0.711538461538462
65 0.778846153846154
66 0.817307692307692
67 0.846153846153846
68 0.875
69 0.884615384615385
70 0.923076923076923
71 0.942307692307692
72 0.961538461538462
73 0.971153846153846
74 0.990384615384615
78 1
#ARRAY FINAL = 104 
